,date,text,topic,sentiment
454,2021-11-25 23:50:00+00:00,UK to ban travel from 6 African countries amid new #COVID19 variant https://t.co/OXhJulPJxb,t,n
455,2021-11-25 23:49:42+00:00,When is a conspiracy theory not a conspiracy theory… when it’s the truth! You’ll never be free! Are you awake yet? 👀 #COVID19 #NoVaccineMandates #NoVaccinePassports #HoldTheLine #Resist #ProtectYourFreedom 👇👇👇 https://t.co/lPgpzYmTZN,v,ne
456,2021-11-25 23:49:33+00:00,"How can @AstraZeneca justify sky-high profits whilst people without #COVID vaccine access continue to die?
It's immoral and sickening. We must prioritise #PeopleNotProfits
Call for a @peoplesvaccine https://t.co/AwG91WdeuA",v,n
457,2021-11-25 23:49:27+00:00,"More than 72,000 Texans died from #Covid19 because Abbott is not an effective governor. He does not promote the common good and Texans suffer.

#BetoForGovernor because He will put Texans first. 

#FreshVotesBlue 

Pass It On.",p,n
458,2021-11-25 23:49:19+00:00,"Gavin MacLeod says, ""Welcome Aboard.""

Gavin's @itsgavinmacleod career spans over fifty years in TV, Film, and Broadway.  He continues to act on and off the screen.  His most recent https://t.co/Ojsrr3e7BP #soberaf #recoveryposse #covid #odaat",a,ne
459,2021-11-25 23:49:16+00:00,"Despite vaccines, the U.S. has lost more lives to Covid this year than last.... https://t.co/c31y2kSG7D #despite #vaccines #the #u.s. #has #lost #more #lives #to #covid #this #year #than #last.",o,n
460,2021-11-25 23:49:11+00:00,"A Covid-19 nasal spray vaccine developed by local researchers in Taiwan has shown promising results against the Delta variant of SARS-CoV-2 in animal studies, the National Taiwan University Hospital (NTUH) has said.

READ MORE: https://t.co/2ZyJPGa9Ce

#COVID19 
#DailyTribune https://t.co/Gw7efiorhY",r,ne
461,2021-11-25 23:49:08+00:00,"A Covid-19 nasal spray vaccine developed by local researchers in Taiwan has shown promising results against the Delta variant of SARS-CoV-2 in animal studies, the National Taiwan University Hospital (NTUH) has said.

READ MORE: https://t.co/i7lRtcvXCR

#COVID19 
#DailyTribune https://t.co/e3fj8ijxn0",r,ne
462,2021-11-25 23:49:08+00:00,"(WalesOnline):New #Covid variant - what do we know and how worried should we be? : Despite only being tracked for the past three days, the virus has been identified as having 30 different mutations already .. #TrendsSpy https://t.co/4rPlH7ZFFg https://t.co/EyzTXUQ1QQ",r,n
463,2021-11-25 23:48:49+00:00,7 Day Confirmed Covid Cases per 1K Population by County For PA   2021-11-22:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid https://t.co/ShSbdn2ggZ,s,ne
464,2021-11-25 23:48:38+00:00,"@psyopdecider And now you'll be relying on #vaxed taxpayers for dole and putting them at risk as well. Also, they'll  be paying for your hospitalisation and cure. Hope you can sleep well at night. #antivaxxers #Covid #vaccination #job",v,ne
465,2021-11-25 23:48:37+00:00,"Before any further actions, We have to find the origin of #COVID19 virus.

Variants after another, every time with fancier names 

B.1.1.529 ? 
  #lockdown #QRterreur  #Delta #omtadvies @MinPres @WHO #Australia #Austria",o,ne
466,2021-11-25 23:48:35+00:00,A highly transmissible variant on a vulnerable continent - ⁦@WHO⁩ expresses serious concerns. #chiropractors must continue to promote and support #Covid19 prevention measures. #handwashing #socialdistancing #wearamask #BeEPIC https://t.co/UU6vrd2QWh,m,n
467,2021-11-25 23:48:30+00:00,"+ + + #COVID19 variant B.1.1.529, + + + Covid: New heavily mutated variant B.1.1.529 in South Africa raises concern #B11529 + + +",r,n
468,2021-11-25 23:48:21+00:00,"Please no!
#BlackFriday 
#Corona 
#COVID19 
#DeltaWelleBrechen 
#BildungAberSicher 
#Impfpflicht https://t.co/xBPv9O42na",o,ne
469,2021-11-25 23:48:12+00:00,"My babies got their COVID shots, one proud papa here… Alma was a challenge but she got it done… Huge shoutout to Lori whom gave shot as Alma thanked her afterwards… Max calls Covid a jerk… #COVID19 @johnson_rpawliw https://t.co/GoWAGf2czb",v,p
470,2021-11-25 23:48:11+00:00,"BC #Covid19 numbers

424 cases
3 deaths

Fraser 140
VCH 62
Island 63
Interior 93
North 66

295 in hospital, 112 in ICU

Vaccine rates
91% age 12+ with one dose
87.5% with 2 doses

#BCpoli #BCed #Nanaimo #YYJ #YVR",s,ne
471,2021-11-25 23:48:06+00:00,".@bryanadams-may your recovery from #covid19 be swift, certain &amp; complete.
#ivermectin may be helpful in expediting same-if you perhaps haven't accessed it already.",o,p
472,2021-11-25 23:48:00+00:00,"New Balance Womens District Sneaker - Womens Shoes - https://t.co/t1desQTQap

#COVID-19 #ladies #shoes #skincare #women #stayhome https://t.co/YB7IQCpNNL",a,ne
473,2021-11-25 23:47:49+00:00,"#Eating a #plantbased #diet can #help #protect against #COVID-19, #research finds  https://t.co/mGVa7o1yR3",r,ne
474,2021-11-25 23:47:48+00:00,I bet this new variant wouldn’t bother us if we closed the borders and airports!?#happychristmas #COVID19 #Botswana #lockdown #DeltaVariant #coronavirus,t,ne
475,2021-11-25 23:47:42+00:00,"😂 And yet we Africans will Survive this Fake Variant. No one believes this Bull Shit NO Longer. How many Variants, Waves, etc. All Nonsense #COVID19 @WHO https://t.co/VxaqQoIb4U",o,n
476,2021-11-25 23:47:41+00:00,"#Eating a #plantbased #diet can #help #protect against #COVID-19, #research finds  https://t.co/JdSm1oceN8",r,ne
477,2021-11-25 23:47:31+00:00,.@POTUS @BorisJohnson @emmanuelmacron @palazzo_chigi @EUCouncil @RegSprecher @JPN_PMO @JustinTrudeau the 🌍 needs #COVID vaccine access now. Step up to ensure #VaccineJustice for all by sharing all promised doses through COVAX by the end of 2021. https://t.co/ALiDcHETXe,v,ne
478,2021-11-25 23:47:24+00:00,"The journalists carried out a provocation. Two unvaccinated people helped the report’s authors reveal the practice. One of them signed up on his own. He paid for the fake certificate on the bus in front of the clinic...

#Poland #Polen #Polonia  #COVID19
https://t.co/ZXOs5VFmP6",o,n
479,2021-11-25 23:47:22+00:00,"Increase in Halal food made by spitting, reason for increase in #Covid19 cases in Kerala",o,n
480,2021-11-25 23:46:54+00:00,"I’ve said this is going to happen because we refuse to investigate and hold people accountable for the first one. When criminals run free, they keep committing crimes. The first one wasn’t deadly enough for them to take totalitarian control of the world. It’s all on Pelosi.#Covid https://t.co/7Zh5gqvDFF",o,n
481,2021-11-25 23:46:47+00:00,"Reposted from @draanaescobar #draanaescobar #saude #sp #medicina #pediatra #saopaulo #mascaras #covid #covid_19 #pandemia #vacina em Belo Horizonte, Brazil https://t.co/4j1NYSSuAu",o,ne
482,2021-11-25 23:46:40+00:00,"I’m not particularly worried about this new variant of covid.

What I am worried about though, terrified of to be more accurate, is the Govt’s reaction to it. I cannot tolerate another lockdown and the misery that comes with it.

#COVID19 #nolockdown #SouthAfrica #NewVariant",o,n
483,2021-11-25 23:46:33+00:00,https://t.co/MRY8D0MLuN  No matter our own personal demons or struggles in life there is always someone worse off.  #ThanksgivingDay #Turkeyday #BlackFriday #BLACKPINKdiWIBKpopAwards #COVID19 #Giveaway #GivingTuesday https://t.co/kh281GOCss,o,ne
484,2021-11-25 23:46:27+00:00,"Check in on your mates who won't be seeing their families for Christmas this year, the ones who grafted and invested everything they had left into preparing their businesses for the festive season.

Check on your mates who have nothing left to give. 

#COVID19 #REDLIST",o,p
485,2021-11-25 23:46:24+00:00,7 Day Confirmed Covid Cases per 1K Population by County For PA   2021-11-22:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid https://t.co/sljCbZTB08,s,ne
486,2021-11-25 23:46:02+00:00,@CharlesHomer14 @LSobiscius Can’t be true 😂😂😂 shot every week for y health Buy #Pfizer  haha 😂,v,ne
487,2021-11-25 23:45:52+00:00,"#Covid: New heavily mutated variant B.1.1.529 in South Africa raises concern,???????  https://t.co/ByVhlQryi5",r,n
488,2021-11-25 23:45:48+00:00,"As goes Europe, so shall the U.S., eventually, especially with #Coronavirus outbreaks. Because #TishFrames is every bit of an anti-mask Karen as #CovidKathy, what’s the use in ditching one #COVID19 #DeathWitch for another ? https://t.co/reEB8yjabd https://t.co/sQSTPvBAR3",m,ne
489,2021-11-25 23:45:44+00:00,"@NLinAfghanistan @caeciliawijgers @IndonesiainDoha @ErnstProsman Do see this video on how India stayed a democracy in 74 yrs under huge challenges by adopting religious neutrality. How it helped other poor countries #vaccine #education. Why India needs to stay progressive and tolerant for the benefit of the whole world
https://t.co/PaKwIRIjGq",p,ne
490,2021-11-25 23:45:43+00:00,Transience and Motion https://t.co/SAHBOt9j3J #courage #covid #life #philosophy,o,ne
491,2021-11-25 23:45:43+00:00,"https://t.co/A2GtBXBJnB detects new COVID-19 variant, implications not yet clear | Reuters #Covid #NewStrain #NewVariant #CovidVariant https://t.co/4XoySSC8tX",r,ne
492,2021-11-25 23:45:39+00:00,"@gavreilly Hmm, the spoilsports taking away the joys of childhood again from kids who hardly know they have a virus when they get it, it's not right, it's infuriating at this stage, and now a new variant to spoil 2022 as well. #covid",o,n
493,2021-11-25 23:45:35+00:00,"Not over yet. #Covid
From some people I know. Trinidad WI) - 400 new cases, 31 deaths.
Toronto (Canada) - 700 new cases. 😱",s,n
494,2021-11-25 23:45:34+00:00,Very important work by Dr. Kevan Jacobson on pediatric #ibd treatment and its implication to #covid19 vaccination! https://t.co/owhF40NYjB,r,p
495,2021-11-25 23:45:32+00:00,Eating animals causes pandemics. #factoryfarming #COVID19 #animallovers #WakeUp https://t.co/Fy0byayg32,o,n
496,2021-11-25 23:45:30+00:00,"Thanksgiving Celebration with family! All of us have tested negative for #COVID19 thank goodness because some of decided to not get the vaccine so, I’ll be away from them! #HappyThanksgiving to all my friends/Twitter family!",o,p
497,2021-11-25 23:45:14+00:00,"@monkeyjoeisback @DemocratMarine @MKjrstad Failing to vaccinate enough people prolongs the pandemic w higher infection rates, more deaths/injuries, + allowing variants to evolve which may lead to some that resist the vaccines we have. Personal choice here affects everyone. #VaccinesWork #VaccinesSaveLives #COVID19 #MaskUp",v,ne
498,2021-11-25 23:45:00+00:00,"Precisely why #BC under @jjhorgan wants roadblocks to #FOIA requests: “Students and staff accounted for nearly 16 % of all [#VIHA]  #COVID19 infections … first 6 weeks of school year, according to documents obtained through a #FOIA request” #BCEd #k12 https://t.co/vItVTBU6RX",p,n
499,2021-11-25 23:44:56+00:00,"The latest number of #Covid cases in #Gibraltar where the vaccination rate is over 100%.
#auspol
#vaccine

https://t.co/7ldzO1zdMK https://t.co/FZauQHKrDA",s,ne
500,2021-11-25 23:44:54+00:00,"Chart shows how fast #COVID19 booster shot protection kicks in.
https://t.co/dkOESeoTXZ

via @GoogleNews",v,p
501,2021-11-25 23:44:39+00:00,"@ABC 👋🏻 @ABC - 
Americans are living their lives again. Please end the constant #COVID19 fear mongering.  Happy Thanksgiving!",o,p
502,2021-11-25 23:44:39+00:00,"We have to assume the new variant of #COVID19 B.1.1.529 is already in Europe as one case was detected in Hong Kong on traveler from South Africa, more than a week ago",o,n
503,2021-11-25 23:44:19+00:00,"Enjoy your family, friends &amp; communities today. 

There’s an inexorability about what’s coming. 

Talk &amp; agree that in order for us to survive we have to stand in solidarity for one another. 

The #COVID19 virus variant B.1.1.529 is another to urgent reason to #GetVaccinated https://t.co/l7ymfC3FHF",o,p
504,2021-11-25 23:44:17+00:00,"#BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #science #sciencewins #Australia #India #Ghana #DeltaVariant #Arizona #Israel #murder #children #mamabear #Notaboutavirus

Not only available on Amazon. #Fauci https://t.co/NPq1deD9wY",a,ne
505,2021-11-25 23:44:06+00:00,".@newscomauHQ: Experts have issued a chilling warning to the globe as a “worrisome” new #COVID19 variant – tipped to be even worse than the Delta strain – threatens to cause fresh chaos. https://t.co/9pgJdmEyd4 

@PeacockFlu: 
https://t.co/JVhYl9CEec 

@Tuliodna",r,n
506,2021-11-25 23:44:02+00:00,7 Day Confirmed Covid Cases per 1K Population by County For OR   2021-11-22:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid https://t.co/uqLH7pyuXr,s,ne
507,2021-11-25 23:44:02+00:00,"Oh dear
#coronavirus
#Covid
#Covidvariant 

https://t.co/pDlpRHPvKe",o,n
508,2021-11-25 23:43:53+00:00,"They've only gone and done it.

Two years after #COVID19 entered the human population, on going unmitigated transmission has created a strain which escapes the vaccine, and it's more infectious.

And @BorisJohnson has opened up the UK to it. Expect carnage as never before. https://t.co/LiHfTmRYEW",r,n
509,2021-11-25 23:43:49+00:00,"Genuine question: what did the members of NPHET do before this pandemic? Because they seem to have plenty of time to parade around giving restriction after restriction like they're on a greatest hits tour.

#NPHET #NPHETHandsOffOurKids #COVID19 #coronavirus #Covid #COVID19ireland",o,n
510,2021-11-25 23:43:41+00:00,In the news: Coronavirus variant fear sparks Africa travel curbs - BBC News https://t.co/7YiFKyBRlM #coronavirus #COVID19 #2019ncov,r,n
511,2021-11-25 23:43:40+00:00,"#ThanksgivingDay #GeniouxMG #leadership #AI #learning #Growth
#GK #GKPath #PDT #DT
#COVID19
It is relevant to thank the exciting sports industries for all that they contribute to us.
https://t.co/WQNmjBpf4c
https://t.co/DvG5PRpCBj
https://t.co/8gpApFnYc0
https://t.co/K7sxXLMuD5 https://t.co/njS9SDJ4hD",o,p
512,2021-11-25 23:43:39+00:00,In the news: What do we know about the new 'worst ever' Covid variant? | Coronavirus | The Guardian https://t.co/F3ajgILb4E #coronavirus #COVID19 #2019ncov,o,ne
513,2021-11-25 23:43:38+00:00,"In the news: Vaccines may be less effective against new coronavirus variant, UK says - The Jerusalem post https://t.co/ZYpKg4SAP2 #coronavirus #COVID19 #2019ncov",v,ne
514,2021-11-25 23:43:37+00:00,In the news: South Africa Identifies New Variant of Coronavirus - The New York Times https://t.co/ExatypPKB8 #coronavirus #COVID19 #2019ncov,o,ne
515,2021-11-25 23:43:36+00:00,"In the news: Coronavirus in Arkansas: 579 new cases, nine additional deaths - KNWA https://t.co/GzUmdHgmga #coronavirus #COVID19 #2019ncov",s,ne
516,2021-11-25 23:43:35+00:00,"A Firefighter literally wiped his arse with the city's vaccine mandate. This is the honest approach to such a violation of basic human rights #vaccinemandates #COVID19 
https://t.co/QyPDnKrX7b",o,n
517,2021-11-25 23:43:34+00:00,"In the news: COVID News: Daily infections rising 10+% in 35 states, hospitalizations up in half the country https://t.co/zEq1zhSGcS #coronavirus #COVID19 #2019ncov",s,n
518,2021-11-25 23:43:34+00:00,"#coronapas #QRcode #coronavirus 
#vrijheid #freedom #COVID19
#vaccinatieplicht #NovVaccinePassports #NoVaccineMandates

Sign available in the Netherlands🇳🇱 for al freedom loving businesses.

""Freedomzone. Everyone welcome with, or without Green Pass""👇👇 https://t.co/rPRexu7YXx",v,ne
519,2021-11-25 23:43:33+00:00,"In the news: New coronavirus variant, having large number of mutations, detected in South Africa, World ... - WION https://t.co/PHx31hKd8B #coronavirus #COVID19 #2019ncov",r,ne
520,2021-11-25 23:43:11+00:00,"This is a very interesting list almost a year later. I wonder if the start date had been pushed back to before October of 2019 after all. Random... Yet 40 years later.... Well 1st case was probably in 1959, but no HIV/AIDS vaccine? 2004 wasn't enough nevermind the 80s.  #COVID19 https://t.co/spcUjYbnPU",o,n
521,2021-11-25 23:43:08+00:00,"Three months to late to go from Hay, NSW to my mums funeral in Melbourne but better late than never I suppose @DanielAndrewsMP and @VictorianCHO 

#auspol #springst #Covid19 #Kenny #Credlin @3AW693 @3AWNeilMitchell @TomElliott3AW @tonytardio @justinsmithword @SkyNewsAust @3AW693 https://t.co/fLehL4XPYW",o,n
522,2021-11-25 23:42:53+00:00,Fascinating research on pediatric #ibd patients and #covid19 #vaccines https://t.co/LsoEUWbMd8,r,p
523,2021-11-25 23:42:38+00:00,"very interesting article about at-home #covid19 testing
https://t.co/ZRvRh8qroz",o,p
524,2021-11-25 23:42:33+00:00,"Hi 👋 ASEAN family

#NewsFromSingapore🇸🇬

#COVID19 #Singapore🇸🇬 as 25 Nov 2021

😷New Confirmed Cases: 1,275
⭕️ Local community cases: 1,228
❌ Dormitory cases: 31
📛 Imported cases: 16
🦠Cumulative number of cases: 258,785 (+1,275)

📸 @sporeMOH

#Singapore
#COVID19
#Vaccinated https://t.co/5eQfOMjiHB",s,ne
525,2021-11-25 23:42:32+00:00,"Overall this was a fun thread to do. This was my first Thanksgiving minus friends or family, so a nice distraction to just cook food outside.

Everyone needs to get their #vaccines so we can beat #COVID19 and I can start to hang out with people again!",o,p
526,2021-11-25 23:42:32+00:00,"International Day for the Elimination of Violence against Women, and the start of 16 days of activism against gender-based violence @MinervaBC @bcbuilderscode @bccwitt #16Days #COVID19 https://t.co/niVrJaM0wc",p,ne
527,2021-11-25 23:42:30+00:00,"Free COVID-19 Vaccinations are available at your local pharmacy.
Listen in PUNJABI to make a booking and get vaccinated
@PharmGuildAus⁩
#pharmacyguild #australia #COVID19 #vaccinations #bookyourappointmenttoday #pharmacy #vaccines #Punjabi https://t.co/uCHCDrsCjM",a,ne
528,2021-11-25 23:42:30+00:00,"Our spikes of the Alpha and Delta variants were foretold by outbreaks in Europe. As Europe reïmposes #COVID19 restrictions, including new confinements, @BilldeBlasio restricts his accessibility to the press, leaving nobody to hold him to account. https://t.co/a9rT9LcBSb https://t.co/jqn7NicWGQ",m,ne
529,2021-11-25 23:42:18+00:00,"@GovStitt what are we to do if our workplace is a College and they're going to be #Mandating that we have our #Vaccine in January or be let go? Is there nothing we can do about that?
#NSU @samus1029",v,ne
530,2021-11-25 23:42:08+00:00,"@SkyNews Three things to listen for about the new variant (B.1.1.529)

1) Is it more transmissible

2) Does it cause severe disease (hospitalisation &amp; death)

3) Does the vaccines and natural immunity still hold

It will take 3/4 weeks to know.

Stay Safe
#COVID #NuVariant",r,ne
531,2021-11-25 23:42:05+00:00,7 Day Confirmed Covid Cases per 1K Population by County For OR   2021-11-22:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid https://t.co/Rrc0YJCHNf,s,ne
532,2021-11-25 23:42:05+00:00,"@markeverett1977 @bbcquestiontime Yes masks do help reduce covid transmission -

#bbcqt get #vaccinated 
https://t.co/pYbZ3z91Ph",m,p
533,2021-11-25 23:41:48+00:00,#covid testing will be around for years anybody who knows how long good luck in the lotto 😉 #ODX @OmegaDiagnostic 🌍🧪 https://t.co/0AUbW6i0Xa,m,ne
534,2021-11-25 23:41:43+00:00,"@bbcquestiontime #BorisJohnson has been criticised for every week this year. Worst #COVID19 deaths, no #PPE for staff, #HS2 &amp; multiple #Uturn, shafting #fishermen, #shellfish exporters, #Farmers, shambolic #TestandTrace, #TorySleaze #ToryCorruption #toryIncompetence #owenpaterson scandal #bbcqt",p,n
535,2021-11-25 23:41:37+00:00,#COVID19 hand sanitising sneezing etiquette social distancing covering nose mouth &amp; eyes absolutely no one has their EYES covered  is this not the reason why they virus is spreading @CMOIreland #NPHET @rtenews #rtept #cblive #twip #TonightVMTV,m,ne
536,2021-11-25 23:41:35+00:00,"#BreakingNews #coronavirus #news #UPDATE 

The nasty new #COVID19 #Variant from #SouthAfrica will now be called by the Greek letter, #Nu.

#NuVariant https://t.co/979LQsSS8U",r,ne
537,2021-11-25 23:41:32+00:00,Back to the Office- Day 617 - Thanksgiving #PrimroseHill #CamdenTown #lockdown #COVID19 #coronavirus #Thanksgiving2021 #Autumn https://t.co/HUxT2zQrqT,o,ne
538,2021-11-25 23:41:17+00:00,"Hi 👋 ASEAN family

#NewsFromIndonesia🇮🇩

#COVID19 #Indonesia🇮🇩 as 25 November 2021

😷New Confirmed Cases: 372
🦠Cumulative number of cases: 4,254,815 (+372)
👍🏻Recoveries: 4,102,993 (+293)
📣Fatalities: 143,782 (+16)

📸@KemenkesRI

#dirumahaja 
#pakaiMasker       
#vaksinasi https://t.co/4AYSDkgAxC",s,ne
539,2021-11-25 23:41:11+00:00,"Faced with the challenge of optimizing air quality and reopening safely in a time of #COVID, the @philharmonie de Paris teamed with @Dassault3DS to simulate airflow and assess the effectiveness of different public health measures: https://t.co/al0rueIxA1 https://t.co/dlaEPaJ7FC",m,ne
540,2021-11-25 23:41:04+00:00,"@bellausa17 If @BellaUSA17 was TRULY concerned about #Covid19 and saving lives, she'd urge her followers to #GetVaccinated &amp; wear masks in public indoor places to reduce #Covid transmission, deaths &amp; hospital surges.

But like most #Trump supporters, she doesn't give **** about saving lives.",v,n
541,2021-11-25 23:40:57+00:00,"#Sydney #MillionMarch to say fuck #VaccineMandates and fuck no to #VaccinePassports
@Australia #AustraliaHasFallen #vaccine #COVID19 #Covid_19 #COVIDVaccination #coronavirus https://t.co/tlkMw6rRHu",v,n
542,2021-11-25 23:40:46+00:00,"I think they should rename #COVID19
The Groundhog Day Virus",o,n
543,2021-11-25 23:40:42+00:00,"So frustrating!  Had an enjoyable Turkey Day feast &amp; now must worry that no one got sick. Uggggh! #covid #fatigue

Lax approach, uneven vaccination rates likely contributed to recent COVID surge, but what propelled Michigan to worst in country is unclear https://t.co/QzfRlAmSUv",o,n
544,2021-11-25 23:40:39+00:00,"95 new #COVID19 cases in New Brunswick today. Case counts rising &amp; @premierbhiggs twiddles his thumbs.

Can we finally acknowledge that the premier has simply given up any pretense of caring about the health &amp; safety of New Brunswickers?

Premier Higgs, when will you resign?",s,n
545,2021-11-25 23:40:29+00:00,I invested in Pfizer about 6 months ago. A good time to get in! My main mistake was not being more bullish at the time! #stock #stocks #pfizer #profit #bullish,p,ne
546,2021-11-25 23:40:27+00:00,"We‘re dying/getting sick in record numbers in #Germany. The #covid variant of concern #B11529  seems to be more adept than the #DeltaVariant. @Markus_Soeder, please make more vaccinations available now. Bavaria: &gt;7 weeks waiting period is too long …include the pharmacies please. https://t.co/7DuDdeEMBC",v,n
547,2021-11-25 23:40:27+00:00,It's looking like the advanced economies' careless disregard for the health &amp; welfare of those in the global South is about to deliver a savage lesson in Actions &amp; Consequences 101 #Covid #vaccination https://t.co/ixLFT6MMoK,p,n
548,2021-11-25 23:40:14+00:00,"GRANT: Vaccines will never eliminate COVID, so it's time to pivot our response https://t.co/6Zmf1rNKHJ via @ #COVID19 #Canada #Canada",o,ne
549,2021-11-25 23:40:12+00:00,@pattimarathon Age is consistently a #COVID19 risk factor —whether unvaxxed or vaxxed. https://t.co/YDaogJTxkR,o,ne
550,2021-11-25 23:40:12+00:00,7 Day Confirmed Covid Cases per 1K Population by County For OK   2021-11-22:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid https://t.co/w32n3OJ5hp,s,ne
551,2021-11-25 23:40:12+00:00,Happy Thanksgiving. I hope you’re all able to spend your holidays with family  &amp; friends. I’m spending the holiday with people who can’t be with loved ones. Please get vaccinated…get your booster…stay safe and healthy. #covid_19 #healthcare #vaccine #HappyThanksgiving https://t.co/dSMIv5yFN3,v,n
552,2021-11-25 23:40:09+00:00,"#California town declares itself a ‘constitutional republic’ to buck #Covid rules

#BREAKING #COVID19 
https://t.co/m8eYYgiFcX",p,ne
553,2021-11-25 23:40:04+00:00,"Pied Piper Ice Cream Truck Memorial Park Tauranga is new location:  Eleventh Avenue, Parkvale, Tauranga 3110
 Saturday 20 November
 2:40 pm - 3:40 pm
 #Parkvale #Tauranga #Covid19",a,ne
554,2021-11-25 23:40:04+00:00,"Tauranga Hospital Emergency Department is new location:  829 Cameron Road, Tauranga South, Tauranga 3112
 Saturday 20 November
 8:42 pm - 11:59 pm
 #TaurangaSouth #Tauranga #Covid19",a,ne
555,2021-11-25 23:40:03+00:00,"Tauranga Hospital Emergency Department is new location:  829 Cameron Road, Tauranga South, Tauranga 3112
 Sunday 21 November
 12:00 am - 1:10 am
 #TaurangaSouth #Tauranga #Covid19",a,ne
556,2021-11-25 23:39:59+00:00,"Hi 👋 ASEAN family

#NewsFromPhilippines🇵🇭

#COVID19 #Philippines🇵🇭 as 25 November 2021

😷New Confirmed Cases: 975
🦠Cumulative number of cases: 2,829,618 (+975)
👍🏻Recoveries: 2,763,947 (+1,029)
📣Fatalities: 47,875 (+193)

📸 @DOHgovph

#Philippines #Covid19 #Vaccinated https://t.co/IUfFDvl21v",s,ne
557,2021-11-25 23:39:51+00:00,"#clotshot #sheddingassholes #vaccinedeaths  #VaccineMandate #vaccine #vaccineinjuries 

Are the vaccinated  #sheddingassholes the ones we should watch out for?",v,ne
558,2021-11-25 23:39:30+00:00,"Our scientists are deeply concerned' - Javid
https://t.co/XAKIod5cKu there’s a good chance this is gonna be worse #Covid19",r,n
559,2021-11-25 23:39:28+00:00,"Worse than Delta': Alarm over Botswana Covid variant with multiple mutations. #COVID19
#Covid_19 #SouthAfrica
https://t.co/l45qd6C9RB",r,n
560,2021-11-25 23:39:21+00:00,"Industry leaders say South Aussie businesses are still hamstrung by caps and highly confusing rules, while NSW has moved to end all density restrictions. What do you think? Latest: https://t.co/cdAd2QPzH6 #Covid19 #TheAdvertiser https://t.co/9QlSihl27K",p,ne
561,2021-11-25 23:39:15+00:00,"Some vaccine evasion info on #B11529 via #HongKong 

—didn’t show up positive until many days in
—both mentioned here, are about 5 months out from full #Pfizer vaccination 
—VERY HIGH Ct counts..18 and 19

This means they have VERY HIGH viral load DESPITE being vaxxed https://t.co/vXp6QNNtLU",r,n
562,2021-11-25 23:39:11+00:00,@Carl_Ikeme not until you guys start addressing the issue. #Sheeple are followers not leaders. #COVID19 #soccer #VaccineSideEffects #vaccineinjured #vaccinedeaths https://t.co/dkwxKvALko,o,n
563,2021-11-25 23:39:08+00:00,"Thankful for #COVID19 vaccines and booster shots at our disposal as Americans, no matter what state you're from.
Oh, and the masks...very thankful for the germ stopping 😷!

How bout you, Gov?
#Thanksgiving2021 https://t.co/kK5NPay72N",v,p
564,2021-11-25 23:39:00+00:00,"Police in central Poland have detained three nurses accused of taking money for issuing over 100 EU vaccination certificates to people who had not been vaccinated against coronavirus.

#Poland #COVID19 #Covid_19 #vaccines
https://t.co/68DD7HNZ02",v,n
565,2021-11-25 23:38:49+00:00,"Am I right in thinking that our slackness in getting covid vaccinations to every nation, is part of the reason we're getting these variants?

https://t.co/YlmO3F8Dur 

#COVID19 #Variant 
 #bbcqt  #r4today",v,n
566,2021-11-25 23:38:37+00:00,"New #COVID19 variant in South Africa . Hold on tight . More transmissible &amp; less susceptible to current vaccines. German Health minister correct . By Springtime there will be the Recovering , the Vaccinated , and the Fallen . Maybe more Fallen than we though this morning.",o,n
567,2021-11-25 23:38:35+00:00,"Hi 👋 ASEAN family

#NewsFromBrunei🇧🇳

#COVID19 #Brunei 🇧🇳 as 25 November 2021

😷New Confirmed Cases: 69
🦠Cumulative number of cases: 14,840 (+69)
👍🏻Recoveries: 14,280 (+70)
📣Fatalities: 57 (+0)

📸 MOH Brunei🇧🇳

#Covid19
#BruneiDarussalam
#StayHome   
#vaccinated https://t.co/pCOgrwKrLe",s,ne
568,2021-11-25 23:38:28+00:00,"@Maurshk @bbcquestiontime That's a myth - #COVID19 #vaccine does limit spread:

#GetVaccinated #BBCqt 
https://t.co/pYbZ3z91Ph",v,ne
569,2021-11-25 23:38:14+00:00,"#SecretGala11 #AdaraGala11 #HombreNovaEstreno #CrisLu25N #Secret25N #ThanksgivingDay #COVID19 #vaccine #BlackFriday #HappyThanksgiving #NoConsent 

💥💥BOOM💥💥 https://t.co/JqXFCfDvrx",a,ne
570,2021-11-25 23:38:12+00:00,@jheighton3 @solutions_covid @bcndp @CDCofBC And now comes a new variant significantly out replicating  #Delta —#B11528 from #SouthAfrica. #Delta was a ‘game changer’ on an order of scale re its transmission vs earlier forms of #COVID19. So we should be watching this closely…..,o,n
